molecule_chembl_id,target_chembl_id,target_pref_name,target_organism,action_type,mechanism_of_action,query_name
CHEMBL967,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Temazepam
CHEMBL810,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Temozolomide
CHEMBL1201182,CHEMBL1902,,,INHIBITOR,FK506-binding protein 1A inhibitor,Temsirolimus
CHEMBL3301627,CHEMBL3273,,,INHIBITOR,Sodium/hydrogen exchanger 3 inhibitor,Tenapanor hydrochloride
CHEMBL452231,CHEMBL2094255,,,INHIBITOR,DNA topoisomerase II inhibitor,Teniposide
CHEMBL1486,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Tenofovir disoproxil fumarate
CHEMBL4594292,CHEMBL3717,,,INHIBITOR,Hepatocyte growth factor receptor inhibitor,Tepotinib hydrochloride
CHEMBL3989562,CHEMBL2094251,,,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,Terazosin hydrochloride
CHEMBL1200832,CHEMBL2364679,,,INHIBITOR,Squalene monooxygenase inhibitor,Terbinafine hydrochloride
CHEMBL1315867,CHEMBL210,,,AGONIST,Beta-2 adrenergic receptor agonist,Terbutaline sulfate
CHEMBL973,CHEMBL1966,,,INHIBITOR,Dihydroorotate dehydrogenase inhibitor,Teriflunomide
CHEMBL1200335,CHEMBL1871,,,AGONIST,Androgen Receptor agonist,Testosterone enanthate
CHEMBL117785,CHEMBL1893,,,INHIBITOR,Synaptic vesicular amine transporter inhibitor,Tetrabenazine
CHEMBL1201071,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Tetracycline phosphate complex
CHEMBL468,CHEMBL3833061,,,INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Thalidomide
CHEMBL1200578,CHEMBL2093863,,,INHIBITOR,Phosphodiesterase 4 inhibitor,Theophylline sodium glycinate
CHEMBL1200578,CHEMBL2094125,,,INHIBITOR,Phosphodiesterase 3 inhibitor,Theophylline sodium glycinate
CHEMBL1200578,CHEMBL2111329,,,ANTAGONIST,Adenosine receptor antagonist,Theophylline sodium glycinate
CHEMBL625,CHEMBL2364704,,,INHIBITOR,Tubulin inhibitor,Thiabendazole
CHEMBL625,CHEMBL2364705,,,INHIBITOR,Tubulin inhibitor,Thiabendazole
CHEMBL1200941,,,,,Supplement,Thiamine hydrochloride
CHEMBL727,CHEMBL2111369,,,INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,Thioguanine
CHEMBL727,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Thioguanine
CHEMBL1200916,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Thioridazine hydrochloride
CHEMBL1200916,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Thioridazine hydrochloride
CHEMBL1200916,CHEMBL2331075,,,ANTAGONIST,D2-like dopamine receptor antagonist,Thioridazine hydrochloride
CHEMBL671,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Thiotepa
CHEMBL1201,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Thiothixene
CHEMBL1201,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Thiothixene
CHEMBL1695,CHEMBL1903,,,INHIBITOR,GABA transporter 1 inhibitor,Tiagabine hydrochloride
CHEMBL398435,CHEMBL2001,,,NEGATIVE ALLOSTERIC MODULATOR,Purinergic receptor P2Y12 negative allosteric modulator,Ticagrelor
CHEMBL1717,CHEMBL2001,,,ANTAGONIST,Purinergic receptor P2Y12 antagonist,Ticlopidine hydrochloride
CHEMBL267744,,,,,Unknown,Ticrynafen
CHEMBL376140,CHEMBL2363135,,,INHIBITOR,Bacterial 70S ribosome inhibitor,Tigecycline
CHEMBL1200448,CHEMBL2366048,,,INHIBITOR,ATP inhibitor,Tiludronate disodium
CHEMBL1200870,CHEMBL213,,,ANTAGONIST,Beta-1 adrenergic receptor antagonist,Timolol maleate
CHEMBL1200870,CHEMBL210,,,ANTAGONIST,Beta-2 adrenergic receptor antagonist,Timolol maleate
CHEMBL1220,CHEMBL2366045,,,DISRUPTING AGENT,DNA disrupting agent,Tinidazole
CHEMBL1220,CHEMBL2364041,,,DISRUPTING AGENT,DNA disrupting agent,Tinidazole
CHEMBL1314,,,,,Reducing agent,Tiopronin
CHEMBL222559,CHEMBL243,,,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,Tipranavir
CHEMBL3189072,CHEMBL2093869,,,INHIBITOR,Integrin alpha-IIb/beta-3 inhibitor,Tirofiban hydrochloride
CHEMBL2105756,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Tivozanib hydrochloride
CHEMBL2105756,CHEMBL1936,,,INHIBITOR,Stem cell growth factor receptor inhibitor,Tivozanib hydrochloride
CHEMBL2105756,CHEMBL1913,,,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,Tivozanib hydrochloride
CHEMBL1200329,CHEMBL2095158,,,AGONIST,Adrenergic receptor alpha-2 agonist,Tizanidine hydrochloride
CHEMBL2103743,CHEMBL2363062,,,INHIBITOR,Janus Kinase (JAK) inhibitor,Tofacitinib citrate
CHEMBL817,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Tolazamide
CHEMBL782,CHEMBL2096972,,,BLOCKER,"Sulfonylurea receptor 1, Kir6.2 blocker",Tolbutamide
CHEMBL1324,CHEMBL2023,,,INHIBITOR,Catechol O-methyltransferase inhibitor,Tolcapone
CHEMBL1200613,CHEMBL2094253,,,INHIBITOR,Cyclooxygenase inhibitor,Tolmetin sodium
CHEMBL436,CHEMBL1900,,,INHIBITOR,Aldose reductase inhibitor,Tolrestat
CHEMBL1722209,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Tolterodine tartrate
CHEMBL1722209,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Tolterodine tartrate
CHEMBL344159,CHEMBL1790,,,ANTAGONIST,Vasopressin V2 receptor antagonist,Tolvaptan
CHEMBL220492,CHEMBL205,,,INHIBITOR,Carbonic anhydrase II inhibitor,Topiramate
CHEMBL220492,CHEMBL3729,,,INHIBITOR,Carbonic anhydrase IV inhibitor,Topiramate
CHEMBL220492,CHEMBL2096670,,,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,Topiramate
CHEMBL220492,CHEMBL2109241,,,ANTAGONIST,Glutamate receptor ionotropic kainate antagonist,Topiramate
CHEMBL220492,CHEMBL2093872,,,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,Topiramate
CHEMBL220492,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Topiramate
CHEMBL1607,CHEMBL1781,,,INHIBITOR,DNA topoisomerase I inhibitor,Topotecan hydrochloride
CHEMBL1200675,CHEMBL2093866,,,MODULATOR,Estrogen receptor modulator,Toremifene citrate
CHEMBL1148,CHEMBL1874,,,INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Torsemide
CHEMBL450449,CHEMBL2311221,,,INHIBITOR,DNA inhibitor,Trabectedin
CHEMBL1237065,CHEMBL233,,,AGONIST,Mu opioid receptor agonist,Tramadol hydrochloride
CHEMBL2105741,CHEMBL2964,,,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Trametinib dimethyl sulfoxide
CHEMBL2105741,CHEMBL3587,,,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,Trametinib dimethyl sulfoxide
CHEMBL1519,CHEMBL1808,,,INHIBITOR,Angiotensin-converting enzyme inhibitor,Trandolapril
CHEMBL877,CHEMBL1801,,,INHIBITOR,Plasminogen inhibitor,Tranexamic acid
CHEMBL3989698,CHEMBL2095205,,,INHIBITOR,Monoamine oxidase inhibitor,Tranylcypromine sulfate
CHEMBL1200798,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Trazodone hydrochloride
CHEMBL1200798,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Trazodone hydrochloride
CHEMBL1200798,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Trazodone hydrochloride
CHEMBL38,CHEMBL2363069,,,AGONIST,Retinoic acid receptor agonist,Tretinoin
CHEMBL1909288,,,,,Unknown,Triacetyldiphenolisatin
CHEMBL585,CHEMBL2107836,,,BLOCKER,"Amiloride-sensitive sodium channel, ENaC blocker",Triamterene
CHEMBL646,CHEMBL2093872,,,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,Triazolam
CHEMBL1086440,,,,,Unknown,Triclabendazole
CHEMBL3989777,CHEMBL2363057,,,CHELATING AGENT,Copper chelating agent,Trientine hydrochloride
CHEMBL1257040,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Trifluoperazine hydrochloride
CHEMBL1257040,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Trifluoperazine hydrochloride
CHEMBL1257040,CHEMBL2331075,,,ANTAGONIST,D2-like dopamine receptor antagonist,Trifluoperazine hydrochloride
CHEMBL4297585,,,,,Supplement,Triheptanoin
CHEMBL1092,CHEMBL216,,,ANTAGONIST,Muscarinic acetylcholine receptor M1 antagonist,Trihexyphenidyl hydrochloride
CHEMBL4650272,CHEMBL2508,,,INHIBITOR,Cyclin-dependent kinase 6 inhibitor,Trilaciclib dihydrochloride
CHEMBL4650272,CHEMBL331,,,INHIBITOR,Cyclin-dependent kinase 4 inhibitor,Trilaciclib dihydrochloride
CHEMBL695,CHEMBL2362995,,,BLOCKER,Voltage-gated T-type calcium channel blocker,Trimethadione
CHEMBL1200887,,,,,Unknown,Trimethobenzamide hydrochloride
CHEMBL22,CHEMBL2364669,,,INHIBITOR,Bacterial dihydrofolate reductase inhibitor,Trimethoprim
CHEMBL2218878,CHEMBL1926,,,INHIBITOR,Dihydrofolate reductase inhibitor,Trimetrexate glucuronate
CHEMBL1200948,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Trimipramine maleate
CHEMBL1200948,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Trimipramine maleate
CHEMBL1200948,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Trimipramine maleate
CHEMBL1200948,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Trimipramine maleate
CHEMBL1200948,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Trimipramine maleate
CHEMBL1200948,CHEMBL2094251,,,ANTAGONIST,Adrenergic receptor alpha-1 antagonist,Trimipramine maleate
CHEMBL3188034,CHEMBL231,,,ANTAGONIST,Histamine H1 receptor antagonist,Triprolidine hydrochloride
CHEMBL408,CHEMBL235,,,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,Troglitazone
CHEMBL1200391,,,,,Unknown,Tromethamine
CHEMBL3084748,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Trospium chloride
CHEMBL3084748,CHEMBL211,,,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,Trospium chloride
CHEMBL1200779,CHEMBL2363076,,,INHIBITOR,Topoisomerase IV inhibitor,Trovafloxacin mesylate
CHEMBL1200779,CHEMBL2311224,,,INHIBITOR,Bacterial DNA gyrase inhibitor,Trovafloxacin mesylate
CHEMBL3989868,CHEMBL1824,,,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,Tucatinib
CHEMBL2364638,CHEMBL3798,,,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,Ubrogepant
CHEMBL260538,CHEMBL208,,,MODULATOR,Progesterone receptor modulator,Ulipristal acetate
CHEMBL3989869,CHEMBL3130,,,INHIBITOR,PI3-kinase p110-delta subunit inhibitor,Umbralisib tosylate
CHEMBL3989869,CHEMBL4937,,,INHIBITOR,Casein kinase I epsilon inhibitor,Umbralisib tosylate
CHEMBL3989869,CHEMBL1862,,,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,Umbralisib tosylate
CHEMBL523299,CHEMBL245,,,ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,Umeclidinium bromide
CHEMBL2107381,,,,,Unknown,Uridine triacetate
CHEMBL1551,CHEMBL2047,,,AGONIST,Bile acid receptor FXR agonist,Ursodiol
CHEMBL3707248,CHEMBL1893,,,INHIBITOR,Synaptic vesicular amine transporter inhibitor,Valbenazine tosylate
CHEMBL865,CHEMBL230,,,INHIBITOR,Cyclooxygenase-2 inhibitor,Valdecoxib
CHEMBL1200454,CHEMBL1872,,,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,Valganciclovir hydrochloride
CHEMBL109,CHEMBL1911,,,INHIBITOR,Succinate semialdehyde dehydrogenase inhibitor,Valproic acid
CHEMBL1069,CHEMBL227,,,ANTAGONIST,Type-1 angiotensin II receptor antagonist,Valsartan
CHEMBL1200628,CHEMBL3041361,,,INHIBITOR,Peptidoglycan inhibitor,Vancomycin hydrochloride
CHEMBL24828,CHEMBL267,,,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,Vandetanib
CHEMBL24828,CHEMBL4601,,,INHIBITOR,Tyrosine-protein kinase BRK inhibitor,Vandetanib
CHEMBL24828,CHEMBL4128,,,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,Vandetanib
CHEMBL24828,CHEMBL2095227,,,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,Vandetanib
CHEMBL24828,CHEMBL2041,,,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,Vandetanib
CHEMBL24828,CHEMBL2363043,,,INHIBITOR,Ephrin receptor inhibitor,Vandetanib
CHEMBL24828,CHEMBL2363049,,,INHIBITOR,Epidermal growth factor receptor inhibitor,Vandetanib
CHEMBL1339,CHEMBL1827,,,INHIBITOR,Phosphodiesterase 5A inhibitor,Vardenafil hydrochloride
CHEMBL6067972,CHEMBL1907589,,,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,Varenicline tartrate
CHEMBL1200629,CHEMBL2362997,,,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,Vecuronium bromide
CHEMBL1229517,CHEMBL5145,,,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,Vemurafenib
CHEMBL3137309,CHEMBL4860,,,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,Venetoclax
CHEMBL1201066,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Venlafaxine hydrochloride
CHEMBL1201066,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Venlafaxine hydrochloride
CHEMBL1280,CHEMBL2095229,,,BLOCKER,Voltage-gated L-type calcium channel blocker,Verapamil hydrochloride
CHEMBL4066936,CHEMBL2111348,,,ACTIVATOR,Soluble guanylate cyclase activator,Vericiguat
CHEMBL2107826,CHEMBL246,,,AGONIST,Beta-3 adrenergic receptor agonist,Vibegron
CHEMBL89598,CHEMBL2044,,,INHIBITOR,Gamma-amino-N-butyrate transaminase inhibitor,Vigabatrin
CHEMBL1615374,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Vilazodone hydrochloride
CHEMBL1615374,CHEMBL214,,,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,Vilazodone hydrochloride
CHEMBL2106483,CHEMBL222,,,INHIBITOR,Norepinephrine transporter inhibitor,Viloxazine hydrochloride
CHEMBL378544,CHEMBL2095182,,,INHIBITOR,Tubulin inhibitor,Vinblastine sulfate
CHEMBL501867,CHEMBL2095182,,,INHIBITOR,Tubulin inhibitor,Vincristine sulfate
CHEMBL538943,CHEMBL2095182,,,INHIBITOR,Tubulin inhibitor,Vinorelbine tartrate
CHEMBL473417,CHEMBL5971,,,INHIBITOR,Smoothened homolog inhibitor,Vismodegib
CHEMBL2107386,CHEMBL3974,,,ANTAGONIST,Proteinase-activated receptor 1 antagonist,Vorapaxar sulfate
CHEMBL638,CHEMBL1780,,,INHIBITOR,Cytochrome P450 51 inhibitor,Voriconazole
CHEMBL98,CHEMBL325,,,INHIBITOR,Histone deacetylase 1 inhibitor,Vorinostat
CHEMBL98,CHEMBL1829,,,INHIBITOR,Histone deacetylase 3 inhibitor,Vorinostat
CHEMBL98,CHEMBL1865,,,INHIBITOR,Histone deacetylase 6 inhibitor,Vorinostat
CHEMBL98,CHEMBL1937,,,INHIBITOR,Histone deacetylase 2 inhibitor,Vorinostat
CHEMBL2107387,CHEMBL214,,,AGONIST,Serotonin 1a (5-HT1a) receptor agonist,Vortioxetine hydrobromide
CHEMBL2107387,CHEMBL228,,,INHIBITOR,Serotonin transporter inhibitor,Vortioxetine hydrobromide
CHEMBL2107387,CHEMBL1899,,,ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,Vortioxetine hydrobromide
CHEMBL4101807,CHEMBL2095168,,,POSITIVE MODULATOR,Hemoglobin HbA positive modulator,Voxelotor
CHEMBL1200879,CHEMBL1930,,,INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Warfarin sodium
CHEMBL1909289,,,,,Unknown,Xenazoic acid
CHEMBL522038,CHEMBL204,,,INHIBITOR,Thrombin inhibitor,Ximelagatran
CHEMBL603,CHEMBL1798,,,ANTAGONIST,Cysteinyl leukotriene receptor 1 antagonist,Zafirlukast
CHEMBL1521,CHEMBL2111392,,,POSITIVE ALLOSTERIC MODULATOR,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator,Zaleplon
CHEMBL3936761,CHEMBL5251,,,INHIBITOR,Tyrosine-protein kinase BTK inhibitor,Zanubrutinib
CHEMBL129,CHEMBL247,,,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Zidovudine
CHEMBL93,CHEMBL215,,,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,Zileuton
CHEMBL1375743,CHEMBL224,,,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,Ziprasidone hydrochloride
CHEMBL1375743,CHEMBL225,,,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,Ziprasidone hydrochloride
CHEMBL1375743,CHEMBL217,,,ANTAGONIST,Dopamine D2 receptor antagonist,Ziprasidone hydrochloride
CHEMBL4303669,CHEMBL1782,,,INHIBITOR,Farnesyl diphosphate synthase inhibitor,Zoledronic acid
CHEMBL1185,CHEMBL1898,,,AGONIST,Serotonin 1b (5-HT1b) receptor agonist,Zolmitriptan
CHEMBL1185,CHEMBL1983,,,AGONIST,Serotonin 1d (5-HT1d) receptor agonist,Zolmitriptan
CHEMBL3989820,CHEMBL2111392,,,POSITIVE ALLOSTERIC MODULATOR,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator,Zolpidem tartrate
CHEMBL750,CHEMBL2331043,,,BLOCKER,Sodium channel alpha subunit blocker,Zonisamide
