query_name,chembl_id,smiles,inchi_key,molecule_type,status
Imatinib mesylate,CHEMBL1642,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,YLMAHDNUQAMNNX-UHFFFAOYSA-N,Small molecule,ok
Imiglucerase,CHEMBL1201632,,,Enzyme,non_small_or_no_smiles
Imipramine hydrochloride,CHEMBL1692,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,XZZXIYZZBJDEEP-UHFFFAOYSA-N,Small molecule,ok
Inamrinone lactate,CHEMBL2096642,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,DOSIONJFGDSKCQ-UHFFFAOYSA-N,Small molecule,ok
Inclisiran sodium,CHEMBL5095052,,,Oligonucleotide,non_small_or_no_smiles
Indapamide,CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NDDAHWYSQHTHNT-UHFFFAOYSA-N,Small molecule,ok
Indinavir sulfate,CHEMBL1735,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,NUBQKPWHXMGDLP-BDEHJDMKSA-N,Small molecule,ok
Indocyanine green,CHEMBL1646,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+],MOFVSTNWEDAEEK-UHFFFAOYSA-M,Small molecule,ok
Indomethacin,CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,Small molecule,ok
Infigratinib phosphate,CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,GUQNHCGYHLSITB-UHFFFAOYSA-N,Small molecule,ok
Infliximab,CHEMBL1201581,,,Antibody,non_small_or_no_smiles
Inotersen sodium,CHEMBL4297537,,,Oligonucleotide,non_small_or_no_smiles
"Interferon alfa-2a, recombinant",CHEMBL2108508,,,Protein,non_small_or_no_smiles
Interferon alfa-2b,CHEMBL1201558,,,Protein,non_small_or_no_smiles
Interferon alfacon-1,CHEMBL1201557,,,Protein,non_small_or_no_smiles
Interferon beta-1a,CHEMBL1201562,,,Protein,non_small_or_no_smiles
Interferon beta-1b,CHEMBL1201563,,,Protein,non_small_or_no_smiles
Interferon gamma-1b,CHEMBL1201564,,,Protein,non_small_or_no_smiles
Iodipamide sodium,CHEMBL1200350,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],SIZXNBZGPPPFHM-UHFFFAOYSA-L,Small molecule,ok
Ioflupane i-123,CHEMBL1945778,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,HXWLAJVUJSVENX-HZMVEIRTSA-N,Small molecule,ok
Iothalamate meglumine,CHEMBL1201125,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,VLHUSFYMPUDOEL-WZTVWXICSA-N,Small molecule,ok
Ioversol,CHEMBL1200614,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,AMDBBAQNWSUWGN-UHFFFAOYSA-N,Small molecule,ok
Iproniazid,CHEMBL92401,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,Small molecule,ok
Irbesartan,CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,YOSHYTLCDANDAN-UHFFFAOYSA-N,Small molecule,ok
Irinotecan hydrochloride,CHEMBL3989514,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,KLEAIHJJLUAXIQ-JDRGBKBRSA-N,Small molecule,ok
Isavuconazonium sulfate,CHEMBL3137333,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.O=S(=O)([O-])O,LWXUIUUOMSMZKJ-KLFWAVJMSA-M,Small molecule,ok
Isaxonine,CHEMBL1740513,CC(C)Nc1ncccn1,FTCYIGBVOHNHCD-UHFFFAOYSA-N,Small molecule,ok
Isocarboxazid,CHEMBL1201168,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Small molecule,ok
Isoniazid,CHEMBL64,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,Small molecule,ok
Isoproterenol hydrochloride,CHEMBL1711,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,IROWCYIEJAOFOW-UHFFFAOYSA-N,Small molecule,ok
Isosorbide dinitrate,CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,Small molecule,ok
Isosorbide mononitrate,CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,Small molecule,ok
Isotretinoin,CHEMBL547,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-XFYACQKRSA-N,Small molecule,ok
Isoxsuprine hydrochloride,CHEMBL559180,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,QVPSGVSNYPRFAS-UHFFFAOYSA-N,Small molecule,ok
Isradipine,CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,HMJIYCCIJYRONP-UHFFFAOYSA-N,Small molecule,ok
Istradefylline,CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,IQVRBWUUXZMOPW-PKNBQFBNSA-N,Small molecule,ok
Itraconazole,CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,Small molecule,ok
Ivabradine hydrochloride,CHEMBL2145077,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,HLUKNZUABFFNQS-ZMBIFBSDSA-N,Small molecule,ok
Ivacaftor,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,Small molecule,ok
Ivermectin,CHEMBL6067487,,,Unknown,non_small_or_no_smiles
Ivosidenib,CHEMBL3989958,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,WIJZXSAJMHAVGX-DHLKQENFSA-N,Small molecule,ok
Ixabepilone,CHEMBL1201752,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,FABUFPQFXZVHFB-PVYNADRNSA-N,Small molecule,ok
Ixazomib citrate,CHEMBL3545432,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,MBOMYENWWXQSNW-AWEZNQCLSA-N,Small molecule,ok
Kanamycin,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,Small molecule,ok
Ketamine hydrochloride,CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,VCMGMSHEPQENPE-UHFFFAOYSA-N,Small molecule,ok
Ketoconazole,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,Small molecule,ok
Ketoprofen,CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,Small molecule,ok
Ketorolac tromethamine,CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,BWHLPLXXIDYSNW-UHFFFAOYSA-N,Small molecule,ok
Labetalol hydrochloride,CHEMBL1200323,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-UHFFFAOYSA-N,Small molecule,ok
Lacosamide,CHEMBL58323,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N,Small molecule,ok
Lactitol,CHEMBL1661,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N,Small molecule,ok
Lactulose,CHEMBL296306,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,JCQLYHFGKNRPGE-FCVZTGTOSA-N,Small molecule,ok
Lamivudine,CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,Small molecule,ok
Lamotrigine,CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,PYZRQGJRPPTADH-UHFFFAOYSA-N,Small molecule,ok
Lanreotide acetate,CHEMBL1201184,CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,DEXPIBGCLCPUHE-UISHROKMSA-N,Protein,non_small_or_no_smiles
Lansoprazole,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,MJIHNNLFOKEZEW-UHFFFAOYSA-N,Small molecule,ok
Lanthanum carbonate,CHEMBL2096647,,,Small molecule,non_small_or_no_smiles
Lapatinib ditosylate,CHEMBL1201179,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,XNRVGTHNYCNCFF-UHFFFAOYSA-N,Small molecule,ok
Laronidase,CHEMBL1201595,,,Enzyme,non_small_or_no_smiles
Larotrectinib sulfate,CHEMBL3989939,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,PXHANKVTFWSDSG-QLOBERJESA-N,Small molecule,ok
Lasmiditan succinate,CHEMBL3039526,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,MSOIHUHNGPOCTH-UHFFFAOYSA-N,Small molecule,ok
L-Cysteine,CHEMBL863,N[C@@H](CS)C(=O)O,XUJNEKJLAYXESH-REOHCLBHSA-N,Small molecule,ok
Lefamulin acetate,CHEMBL3545309,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,WSMXIQXWHPSVDE-ZPJPNJFZSA-N,Small molecule,ok
Leflunomide,CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,VHOGYURTWQBHIL-UHFFFAOYSA-N,Small molecule,ok
Lemborexant,CHEMBL3545367,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,MUGXRYIUWFITCP-PGRDOPGGSA-N,Small molecule,ok
Lenalidomide,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,GOTYRUGSSMKFNF-UHFFFAOYSA-N,Small molecule,ok
Lenvatinib mesylate,CHEMBL2105704,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,HWLFIUUAYLEFCT-UHFFFAOYSA-N,Small molecule,ok
Lepirudin,CHEMBL1201666,,,Protein,non_small_or_no_smiles
Letermovir,CHEMBL1241951,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,FWYSMLBETOMXAG-QHCPKHFHSA-N,Small molecule,ok
Letrozole,CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,HPJKCIUCZWXJDR-UHFFFAOYSA-N,Small molecule,ok
Leucovorin calcium,CHEMBL1201138,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],KVUAALJSMIVURS-ZEDZUCNESA-L,Small molecule,ok
Leuprolide acetate,CHEMBL1200775,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,RGLRXNKKBLIBQS-XNHQSDQCSA-N,Protein,non_small_or_no_smiles
Levamlodipine maleate,CHEMBL4594288,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,TZNOWAJJWCGILX-HNUXRKMMSA-N,Small molecule,ok
Levetiracetam,CHEMBL1286,CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N,Small molecule,ok
Levocarnitine,CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-],PHIQHXFUZVPYII-ZCFIWIBFSA-N,Small molecule,ok
Levocetirizine dihydrochloride,CHEMBL1201190,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,PGLIUCLTXOYQMV-GHVWMZMZSA-N,Small molecule,ok
Levofloxacin,CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,SUIQUYDRLGGZOL-RCWTXCDDSA-N,Small molecule,ok
Levoleucovorin,CHEMBL1908841,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,VVIAGPKUTFNRDU-STQMWFEESA-N,Small molecule,ok
Levomefolate calcium,CHEMBL1615371,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],VWBBRFHSPXRJQD-QNTKWALQSA-L,Small molecule,ok
Levonorgestrel,CHEMBL1389,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-XUDSTZEESA-N,Small molecule,ok
Levorphanol tartrate,CHEMBL3989768,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,UMZNDVASJKIQCB-SODJFYQGSA-N,Small molecule,ok
Levothyroxine sodium,CHEMBL2103741,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],ANMYAHDLKVNJJO-LTCKWSDVSA-M,Small molecule,ok
L-glutamine,CHEMBL930,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,Small molecule,ok
Lidocaine,CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N,Small molecule,ok
Linaclotide,CHEMBL3301675,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2,KXGCNMMJRFDFNR-WDRJZQOASA-N,Protein,non_small_or_no_smiles
Linagliptin,CHEMBL237500,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,LTXREWYXXSTFRX-QGZVFWFLSA-N,Small molecule,ok
Lincomycin hydrochloride,CHEMBL3989551,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O,LFZGYTBWUHCAKF-DCNJEFSFSA-N,Small molecule,ok
Linezolid,CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF-ZDUSSCGKSA-N,Small molecule,ok
Liothyronine sodium,CHEMBL1201119,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],SBXXSUDPJJJJLC-YDALLXLXSA-M,Small molecule,ok
Liraglutide,CHEMBL4084119,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,YSDQQAXHVYUZIW-QCIJIYAXSA-N,Protein,non_small_or_no_smiles
Lisdexamfetamine dimesylate,CHEMBL1201178,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,CETWSOHVEGTIBR-FORAGAHYSA-N,Small molecule,ok
Lisinopril,CHEMBL419213,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,Small molecule,ok
Lofexidine hydrochloride,CHEMBL1788132,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,DWWHMKBNNNZGHF-UHFFFAOYSA-N,Small molecule,ok
Lomefloxacin hydrochloride,CHEMBL1728,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,KXEBLAPZMOQCKO-UHFFFAOYSA-N,Small molecule,ok
Lomitapide mesylate,CHEMBL2105662,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,QKVKOFVWUHNEBX-UHFFFAOYSA-N,Small molecule,ok
Lomustine,CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,Small molecule,ok
Lonafarnib,CHEMBL298734,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,Small molecule,ok
Loperamide hydrochloride,CHEMBL1707,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,PGYPOBZJRVSMDS-UHFFFAOYSA-N,Small molecule,ok
Loracarbef,CHEMBL1200610,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,GPYKKBAAPVOCIW-HSASPSRMSA-N,Small molecule,ok
Loratadine,CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,Small molecule,ok
Lorazepam,CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N,Small molecule,ok
Lorlatinib,CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,IIXWYSCJSQVBQM-LLVKDONJSA-N,Small molecule,ok
Losartan potassium,CHEMBL995,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],OXCMYAYHXIHQOA-UHFFFAOYSA-N,Small molecule,ok
Lovastatin,CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,PCZOHLXUXFIOCF-BXMDZJJMSA-N,Small molecule,ok
Loxapine succinate,CHEMBL1201155,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,YQZBAXDVDZTKEQ-UHFFFAOYSA-N,Small molecule,ok
Lubiprostone,CHEMBL1201134,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,WGFOBBZOWHGYQH-MXHNKVEKSA-N,Small molecule,ok
Lumasiran sodium,CHEMBL4650275,,,Oligonucleotide,non_small_or_no_smiles
Lumateperone tosylate,CHEMBL3233142,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,LHAPOGAFBLSJJQ-GUTACTQSSA-N,Small molecule,ok
Lumiracoxib,CHEMBL404108,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,KHPKQFYUPIUARC-UHFFFAOYSA-N,Small molecule,ok
Lurasidone hydrochloride,CHEMBL1615372,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,NEKCRUIRPWNMLK-SCIYSFAVSA-N,Small molecule,ok
Lurbinectedin,CHEMBL4297516,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,YDDMIZRDDREKEP-HWTBNCOESA-N,Small molecule,ok
Lusutrombopag,CHEMBL2107831,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,Small molecule,ok
Lutetium lu 177 dotatate,CHEMBL4297545,,,Protein,non_small_or_no_smiles
Macimorelin acetate,CHEMBL2364617,CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,WVDSKQXKCDZXLH-OHIDFYLOSA-N,Small molecule,ok
Macitentan,CHEMBL2103873,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,JGCMEBMXRHSZKX-UHFFFAOYSA-N,Small molecule,ok
Mannitol,CHEMBL689,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,Small molecule,ok
Maprotiline hydrochloride,CHEMBL1237135,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,NZDMFGKECODQRY-UHFFFAOYSA-N,Small molecule,ok
Maralixibat chloride,CHEMBL17879,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-],POMVPJBWDDJCMP-RUKDTIIFSA-M,Small molecule,ok
Maraviroc,CHEMBL256907,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,GSNHKUDZZFZSJB-QUMGSSFMSA-N,Small molecule,ok
Maribavir,CHEMBL515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,KJFBVJALEQWJBS-XUXIUFHCSA-N,Small molecule,ok
Mebanazine,CHEMBL1909283,CC(NN)c1ccccc1,HHRZAEJMHSGZNP-UHFFFAOYSA-N,Small molecule,ok
Mebendazole,CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,Small molecule,ok
Mecamylamine hydrochloride,CHEMBL1237082,CNC1(C)C2CCC(C2)C1(C)C.Cl,PKVZBNCYEICAQP-UHFFFAOYSA-N,Small molecule,ok
Mecasermin recombinant,CHEMBL1201716,,,Protein,non_small_or_no_smiles
Mechlorethamine hydrochloride,CHEMBL1201001,CN(CCCl)CCCl.Cl,QZIQJVCYUQZDIR-UHFFFAOYSA-N,Small molecule,ok
